Participant_ID,Triad_Or_Individual,School,Team,School_Team,A_B_C,Computer_Sat_At,Block,Date,Face_Video_Offset_From_900_Seconds ,Audio_Quality,Screen_Video_Offset_From_900_Seconds ,Number_Of_Screen_Shots_Offset_From_29,Shimmer_Quality,Gaze_Calibration_Quality,Face_Offset_OK,Audio_Quality_ABC,Shimmer_Quality_ABC,Gaze_Calibration_Quality_ABC,Team_Data_Check_Complete_Y/N,Notes
CPS2-ASU-T75-PA,Triad,ASU,T75,ASU-T75,PA,A,ExpBlock2,11-29-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T75-PA,Triad,ASU,T75,ASU-T75,PA,A,Transfer,11-29-18 @ 15:00,-1,A,-1,NaN,A,B,1,1,1,1,,
CPS2-ASU-T75-PA,Triad,ASU,T75,ASU-T75,PA,A,WU,11-29-18 @ 15:00,-1,C,NaN,0,A,C,1,1,1,1,,Can hear other participants clearly at multiple parts.
CPS2-ASU-T75-PB,Triad,ASU,T75,ASU-T75,PB,B,ExpBlock1,11-29-18 @ 15:00,-1,B,NaN,0,A,C,1,1,1,1,,Can hear PA through the mic when speaking. PA was fairly loud during blocks.
CPS2-ASU-T75-PB,Triad,ASU,T75,ASU-T75,PB,B,ExpBlock2,11-29-18 @ 15:00,-1,B,-1,NaN,A,F,1,1,1,0,,
CPS2-ASU-T75-PB,Triad,ASU,T75,ASU-T75,PB,B,Transfer,11-29-18 @ 15:00,-1,A,-1,NaN,A,C,1,1,1,1,,
CPS2-ASU-T75-PB,Triad,ASU,T75,ASU-T75,PB,B,WU,11-29-18 @ 15:00,-1,F,-1,NaN,A,C,1,0,1,1,,"Participant accidentally pulled headphone jack out of compute as block started, audio recorded from computer for WU block."
CPS2-ASU-T75-PC,Triad,ASU,T75,ASU-T75,PC,C,ExpBlock1,11-29-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,Can hear PA through the mic when speaking.
CPS2-ASU-T75-PC,Triad,ASU,T75,ASU-T75,PC,C,ExpBlock2,11-29-18 @ 15:00,-1,A,NaN,0,B,F,1,1,1,0,,
CPS2-ASU-T75-PC,Triad,ASU,T75,ASU-T75,PC,C,Transfer,11-29-18 @ 15:00,-1,A,NaN,0,B,C,1,1,1,1,,
CPS2-ASU-T75-PC,Triad,ASU,T75,ASU-T75,PC,C,WU,11-29-18 @ 15:00,-1,B,-1,NaN,A,C,1,1,1,1,,Can hear other participants clearly at multiple parts.
CPS2-ASU-T76-PA,Triad,ASU,T76,ASU-T76,A,A,ExpBlock1,1-31-19 @ 14:00,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T76-PA,Triad,ASU,T76,ASU-T76,A,A,ExpBlock2,1-31-19 @ 14:00,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T76-PA,Triad,ASU,T76,ASU-T76,A,A,Transfer,1-31-19 @ 14:00,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T76-PA,Triad,ASU,T76,ASU-T76,A,A,WU,1-31-19 @ 14:00,-1,B,NaN,0,A,B,,,,,,
CPS2-ASU-T76-PB,Triad,ASU,T76,ASU-T76,B,B,ExpBlock1,1-31-19 @ 14:00,-1,C,NaN,0,F,C,,,,,,
CPS2-ASU-T76-PB,Triad,ASU,T76,ASU-T76,B,B,ExpBlock2,1-31-19 @ 14:00,-1,C,-1,NaN,F,C,,,,,,
CPS2-ASU-T76-PB,Triad,ASU,T76,ASU-T76,B,B,Transfer,1-31-19 @ 14:00,-1,C,-1,NaN,F,C,,,,,,
CPS2-ASU-T76-PB,Triad,ASU,T76,ASU-T76,B,B,WU,1-31-19 @ 14:00,-1,C,-1,NaN,F,C,,,,,,
CPS2-ASU-T76-PC,Triad,ASU,T76,ASU-T76,C,C,ExpBlock1,1-31-19 @ 14:00,-1,B,-1,NaN,Missing plot,C,,,,,,
CPS2-ASU-T76-PC,Triad,ASU,T76,ASU-T76,C,C,ExpBlock2,1-31-19 @ 14:00,-1,B,NaN,0,Missing plot,F,,,,,,
CPS2-ASU-T76-PC,Triad,ASU,T76,ASU-T76,C,C,Transfer,1-31-19 @ 14:00,-1,B,NaN,0,Missing plot,C,,,,,,
CPS2-ASU-T76-PC,Triad,ASU,T76,ASU-T76,C,C,WU,1-31-19 @ 14:00,-1,C,-1,NaN,Missing plot,C,,,,,,
CPS2-ASU-T77-PA,Triad,ASU,T77,ASU-T77,A,A,ExpBlock1,2-5-19 @ 11:00,-1,B,-1,NaN,A,A,,,,,,"Other participants echo at times. There was a screen issue at beginning of block, so I'm seen/heard periodically through 4:00 -AM"
CPS2-ASU-T77-PA,Triad,ASU,T77,ASU-T77,A,A,ExpBlock2,2-5-19 @ 11:00,0,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T77-PA,Triad,ASU,T77,ASU-T77,A,A,Transfer,2-5-19 @ 11:00,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T77-PA,Triad,ASU,T77,ASU-T77,A,A,WU,2-5-19 @ 11:00,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,"Software issue took too long to resolve, skipped block for time (see experimenter log). "
CPS2-ASU-T77-PB,Triad,ASU,T77,ASU-T77,B,B,ExpBlock1,2-5-19 @ 11:00,-1,B,NaN,0,A,C,,,,,,"Other participants echo at times. There was a screen issue at beginning of block, so I'm seen/heard periodically through 4:00 -AM"
CPS2-ASU-T77-PB,Triad,ASU,T77,ASU-T77,B,B,ExpBlock2,2-5-19 @ 11:00,0,C,-1,NaN,A,C,,,,,,
CPS2-ASU-T77-PB,Triad,ASU,T77,ASU-T77,B,B,Transfer,2-5-19 @ 11:00,-1,C,-1,NaN,A,C,,,,,,
CPS2-ASU-T77-PB,Triad,ASU,T77,ASU-T77,B,B,WU,2-5-19 @ 11:00,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,"Software issue took too long to resolve, skipped block for time (see experimenter log). "
CPS2-ASU-T77-PC,Triad,ASU,T77,ASU-T77,C,C,ExpBlock1,2-5-19 @ 11:00,-1,B,-1,NaN,B,B,,,,,,"Loud breather. Other participants echo at times. There was a screen issue at beginning of block, so I'm seen/heard periodically through 4:00 -AM"
CPS2-ASU-T77-PC,Triad,ASU,T77,ASU-T77,C,C,ExpBlock2,2-5-19 @ 11:00,0,C,NaN,0,B,B,,,,,,
CPS2-ASU-T77-PC,Triad,ASU,T77,ASU-T77,C,C,Transfer,2-5-19 @ 11:00,-1,C,NaN,0,C,B,,,,,,
CPS2-ASU-T77-PC,Triad,ASU,T77,ASU-T77,C,C,WU,2-5-19 @ 11:00,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,"Software issue took too long to resolve, skipped block for time (see experimenter log). "
CPS2-ASU-T78-PA,Triad,ASU,T78,ASU-T78,A,A,ExpBlock1,2-7-19 @ 11:00,-1,B,-1,NaN,A,B,,,,,,Can hear other participants periodically through the mic. 
CPS2-ASU-T78-PA,Triad,ASU,T78,ASU-T78,A,A,ExpBlock2,2-7-19 @ 11:00,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T78-PA,Triad,ASU,T78,ASU-T78,A,A,Transfer,2-7-19 @ 11:00,-1,B,NaN,0,A,B,,,,,,"Other participants echo periodically but PA is clear, unplugging headsets and resetting seemed to make background sound worse on this block."
CPS2-ASU-T78-PA,Triad,ASU,T78,ASU-T78,A,A,WU,2-7-19 @ 11:00,-1,B,NaN,0,A,B,,,,,,"You can hear other participants through the mic periodically, but PA audio is clear."
CPS2-ASU-T78-PC,Triad,ASU,T78,ASU-T78,C,C,ExpBlock1,2-7-19 @ 11:00,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T78-PC,Triad,ASU,T78,ASU-T78,C,C,ExpBlock2,2-7-19 @ 11:00,-1,B,NaN,0,A,A,,,,,,
CPS2-ASU-T78-PC,Triad,ASU,T78,ASU-T78,C,C,Transfer,2-7-19 @ 11:00,-1,A,-1,NaN,A,B,,,,,,
CPS2-ASU-T78-PC,Triad,ASU,T78,ASU-T78,C,C,WU,2-7-19 @ 11:00,-1,B,-1,NaN,A,A,,,,,,"Loud breather, you can hear PD through the mic at times."
CPS2-ASU-T78-PD,Triad,ASU,T78,ASU-T78,D,B,ExpBlock1,2-7-19 @ 11:00,-1,A,NaN,0,A,C,,,,,,
CPS2-ASU-T78-PD,Triad,ASU,T78,ASU-T78,D,B,ExpBlock2,2-7-19 @ 11:00,-1,A,-1,NaN,A,B,,,,,,
CPS2-ASU-T78-PD,Triad,ASU,T78,ASU-T78,D,B,Transfer,2-7-19 @ 11:00,-1,A,-1,NaN,A,C,,,,,,
CPS2-ASU-T78-PD,Triad,ASU,T78,ASU-T78,D,B,WU,2-7-19 @ 11:00,-1,A,-1,NaN,A,C,,,,,,
CPS2-ASU-T80-PA,Triad,ASU,T80,ASU-T80,A,A,ExpBlock1,2-14-19 @ 14:00,-1,B,-1,NaN,B,F,,,,,,
CPS2-ASU-T80-PA,Triad,ASU,T80,ASU-T80,A,A,ExpBlock2,2-14-19 @ 14:00,0,B,-1,NaN,B,B,,,,,,
CPS2-ASU-T80-PA,Triad,ASU,T80,ASU-T80,A,A,Transfer,2-14-19 @ 14:00,-1,B,-1,NaN,B,B,,,,,,
CPS2-ASU-T80-PA,Triad,ASU,T80,ASU-T80,A,A,WU,2-14-19 @ 14:00,0,B,NaN,0,A,B,,,,,,
CPS2-ASU-T80-PC,Triad,ASU,T80,ASU-T80,C,C,ExpBlock1,2-14-19 @ 14:00,-1,B,-1,NaN,B,B,,,,,,
CPS2-ASU-T80-PC,Triad,ASU,T80,ASU-T80,C,C,ExpBlock2,2-14-19 @ 14:00,-1,B,NaN,0,B,B,,,,,,
CPS2-ASU-T80-PC,Triad,ASU,T80,ASU-T80,C,C,Transfer,2-14-19 @ 14:00,-1,C,NaN,0,A,B,,,,,,"Participant has hand over mouth during most of block, with significant background noise (A/C and PA/PD)"
CPS2-ASU-T80-PC,Triad,ASU,T80,ASU-T80,C,C,WU,2-14-19 @ 14:00,0,B,-1,NaN,B,C,,,,,,
CPS2-ASU-T80-PD,Triad,ASU,T80,ASU-T80,D,B,ExpBlock1,2-14-19 @ 14:00,-1,B,NaN,0,A,C,,,,,,
CPS2-ASU-T80-PD,Triad,ASU,T80,ASU-T80,D,B,ExpBlock2,2-14-19 @ 14:00,0,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T80-PD,Triad,ASU,T80,ASU-T80,D,B,Transfer,2-14-19 @ 14:00,-1,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T80-PD,Triad,ASU,T80,ASU-T80,D,B,WU,2-14-19 @ 14:00,-1,A,-1,NaN,A,C,,,,,,
CPS2-ASU-T83-PA,Triad,ASU,T83,ASU-T83,A,A,ExpBlock1,2-28-19 @ 11:00 ,-1,A,-1,NaN,NaN,B,,,,,,Shimmer on all of T83/T84 is present but not converted for integrity check.
CPS2-ASU-T83-PA,Triad,ASU,T83,ASU-T83,A,A,ExpBlock2,2-28-19 @ 11:00 ,-1,A,-1,NaN,NaN,B,,,,,,
CPS2-ASU-T83-PA,Triad,ASU,T83,ASU-T83,A,A,Transfer,2-28-19 @ 11:00 ,-1,A,-1,NaN,NaN,B,,,,,,
CPS2-ASU-T83-PA,Triad,ASU,T83,ASU-T83,A,A,WU,2-28-19 @ 11:00 ,0,B,NaN,0,NaN,B,,,,,,
CPS2-ASU-T83-PB,Triad,ASU,T83,ASU-T83,B,B,ExpBlock1,2-28-19 @ 11:00 ,-1,B,NaN,0,NaN,C,,,,,,
CPS2-ASU-T83-PB,Triad,ASU,T83,ASU-T83,B,B,ExpBlock2,2-28-19 @ 11:00 ,-1,B,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T83-PB,Triad,ASU,T83,ASU-T83,B,B,Transfer,2-28-19 @ 11:00 ,-1,B,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T83-PB,Triad,ASU,T83,ASU-T83,B,B,WU,2-28-19 @ 11:00 ,-1,B,-1,NaN,NaN,F,,,,,,
CPS2-ASU-T83-PC,Triad,ASU,T83,ASU-T83,C,C,ExpBlock1,2-28-19 @ 11:00 ,-1,C,-1,NaN,NaN,B,,,,,,
CPS2-ASU-T83-PC,Triad,ASU,T83,ASU-T83,C,C,ExpBlock2,2-28-19 @ 11:00 ,-1,B,NaN,0,NaN,B,,,,,,
CPS2-ASU-T83-PC,Triad,ASU,T83,ASU-T83,C,C,Transfer,2-28-19 @ 11:00 ,-1,B,NaN,0,NaN,B,,,,,,
CPS2-ASU-T83-PC,Triad,ASU,T83,ASU-T83,C,C,WU,2-28-19 @ 11:00 ,0,B,-1,NaN,NaN,B,,,,,,
CPS2-ASU-T84-PA,Triad,ASU,T84,ASU-T84,A,A,ExpBlock1,2-28-19 @ 14:00 ,-1,B,-1,NaN,NaN,F,,,,,,
CPS2-ASU-T84-PA,Triad,ASU,T84,ASU-T84,A,A,ExpBlock2,2-28-19 @ 14:00 ,-1,C,-1,NaN,NaN,F,,,,,,
CPS2-ASU-T84-PA,Triad,ASU,T84,ASU-T84,A,A,Transfer,2-28-19 @ 14:00 ,-1,C,NaN,0,NaN,F,,,,,,
CPS2-ASU-T84-PA,Triad,ASU,T84,ASU-T84,A,A,WU,2-28-19 @ 14:00 ,0,B,NaN,0,NaN,C,,,,,,
CPS2-ASU-T84-PB,Triad,ASU,T84,ASU-T84,B,B,ExpBlock1,2-28-19 @ 14:00 ,-1,A,NaN,0,NaN,B,,,,,,
CPS2-ASU-T84-PB,Triad,ASU,T84,ASU-T84,B,B,ExpBlock2,2-28-19 @ 14:00 ,-1,A,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T84-PB,Triad,ASU,T84,ASU-T84,B,B,Transfer,2-28-19 @ 14:00 ,-1,A,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T84-PB,Triad,ASU,T84,ASU-T84,B,B,WU,2-28-19 @ 14:00 ,0,A,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T84-PC,Triad,ASU,T84,ASU-T84,C,C,ExpBlock1,2-28-19 @ 14:00 ,-1,B,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T84-PC,Triad,ASU,T84,ASU-T84,C,C,ExpBlock2,2-28-19 @ 14:00 ,-1,B,NaN,0,NaN,C,,,,,,
CPS2-ASU-T84-PC,Triad,ASU,T84,ASU-T84,C,C,Transfer,2-28-19 @ 14:00 ,-1,B,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T84-PC,Triad,ASU,T84,ASU-T84,C,C,WU,2-28-19 @ 14:00 ,0,A,-1,NaN,NaN,C,,,,,,
CPS2-ASU-T86-PB,Triad,ASU,T86,ASU-T86,B,B,ExpBlock1,3-15-19 @ 12:00 ,-1,B,NaN,0,A,C,,,,,,
CPS2-ASU-T86-PB,Triad,ASU,T86,ASU-T86,B,B,ExpBlock2,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T86-PB,Triad,ASU,T86,ASU-T86,B,B,Transfer,3-15-19 @ 12:00 ,-1,C,-1,NaN,A,C,,,,,,
CPS2-ASU-T86-PB,Triad,ASU,T86,ASU-T86,B,B,WU,3-15-19 @ 12:00 ,-1,A,-1,NaN,A,B,,,,,,
CPS2-ASU-T86-PC,Triad,ASU,T86,ASU-T86,C,C,ExpBlock1,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T86-PC,Triad,ASU,T86,ASU-T86,C,C,ExpBlock2,3-15-19 @ 12:00 ,-1,B,NaN,0,A,B,,,,,,"Participant's headphone volume is up; can hear PP music in background. PC's words/audio are clear, but background noise heard throughout."
CPS2-ASU-T86-PC,Triad,ASU,T86,ASU-T86,C,C,Transfer,3-15-19 @ 12:00 ,-1,B,NaN,0,A,B,,,,,,
CPS2-ASU-T86-PC,Triad,ASU,T86,ASU-T86,C,C,WU,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T86-PD,Triad,ASU,T86,ASU-T86,D,A,ExpBlock1,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T86-PD,Triad,ASU,T86,ASU-T86,D,A,ExpBlock2,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T86-PD,Triad,ASU,T86,ASU-T86,D,A,Transfer,3-15-19 @ 12:00 ,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T86-PD,Triad,ASU,T86,ASU-T86,D,A,WU,3-15-19 @ 12:00 ,0,A,NaN,0,A,C,,,,,,
CPS2-ASU-T87-PA,Triad,ASU,T87,ASU-T87,A,A,ExpBlock1,3-21-19 @ 14:00,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T87-PA,Triad,ASU,T87,ASU-T87,A,A,ExpBlock2,3-21-19 @ 14:00,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T87-PA,Triad,ASU,T87,ASU-T87,A,A,Transfer,3-21-19 @ 14:00,-1,B,NaN,0,A,C,,,,,,
CPS2-ASU-T87-PA,Triad,ASU,T87,ASU-T87,A,A,WU,3-21-19 @ 14:00,-1,A,NaN,0,A,A,,,,,,
CPS2-ASU-T87-PC,Triad,ASU,T87,ASU-T87,C,C,ExpBlock1,3-21-19 @ 14:00,-1,B,-1,NaN,A,B,,,,,,
CPS2-ASU-T87-PC,Triad,ASU,T87,ASU-T87,C,C,ExpBlock2,3-21-19 @ 14:00,-1,B,NaN,0,A,C,,,,,,
CPS2-ASU-T87-PC,Triad,ASU,T87,ASU-T87,C,C,Transfer,3-21-19 @ 14:00,-1,B,-1,NaN,A,F,,,,,,
CPS2-ASU-T87-PC,Triad,ASU,T87,ASU-T87,C,C,WU,3-21-19 @ 14:00,0,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T87-PD,Triad,ASU,T87,ASU-T87,D,B,ExpBlock1,3-21-19 @ 14:00,-1,A,NaN,-1,A,C,,,,,,
CPS2-ASU-T87-PD,Triad,ASU,T87,ASU-T87,D,B,ExpBlock2,3-21-19 @ 14:00,-1,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T87-PD,Triad,ASU,T87,ASU-T87,D,B,Transfer,3-21-19 @ 14:00,-1,B,-1,NaN,A,C,,,,,,
CPS2-ASU-T87-PD,Triad,ASU,T87,ASU-T87,D,B,WU,3-21-19 @ 14:00,-1,A,-1,NaN,A,C,,,,,,
CPS2-ASU-T89-PA,Triad,ASU,T89,ASU-T89,A,A,ExpBlock1,3-28-19 @ 11:00,-1,F,-1,NaN,A,B,,,,,,
CPS2-ASU-T89-PA,Triad,ASU,T89,ASU-T89,A,A,ExpBlock2,3-28-19 @ 11:00,-1,F,-1,NaN,A,NaN,,,,,,
CPS2-ASU-T89-PA,Triad,ASU,T89,ASU-T89,A,A,Transfer,3-28-19 @ 11:00,-1,F,-1,NaN,A,F,,,,,,
CPS2-ASU-T89-PA,Triad,ASU,T89,ASU-T89,A,A,WU,3-28-19 @ 11:00,-1,F,NaN,0,A,B,,,,,,"The audio is corrupted (warbled) and can hear conversation from all participants. Sounds like audio is coming from the computer, even though audio check was showing as headset audio."
CPS2-ASU-T89-PB,Triad,ASU,T89,ASU-T89,B,B,ExpBlock1,3-28-19 @ 11:00,-1,A,NaN,0,A,A,,,,,,
CPS2-ASU-T89-PB,Triad,ASU,T89,ASU-T89,B,B,ExpBlock2,3-28-19 @ 11:00,-1,A,-1,NaN,A,B,,,,,,
CPS2-ASU-T89-PB,Triad,ASU,T89,ASU-T89,B,B,Transfer,3-28-19 @ 11:00,-1,B,-1,NaN,A,A,,,,,,
CPS2-ASU-T89-PB,Triad,ASU,T89,ASU-T89,B,B,WU,3-28-19 @ 11:00,-1,B,-1,NaN,B,B,,,,,,
CPS2-ASU-T89-PC,Triad,ASU,T89,ASU-T89,C,C,ExpBlock1,3-28-19 @ 11:00,-1,C,-1,NaN,NaN,B,,,,,,"PC's audio is clear, but PA and PB can also be heard clearly throughout the video."
CPS2-ASU-T89-PC,Triad,ASU,T89,ASU-T89,C,C,ExpBlock2,3-28-19 @ 11:00,0,C,NaN,0,NaN,B,,,,,,"PC's audio is clear, but PA and PB can also be heard clearly throughout the video."
CPS2-ASU-T89-PC,Triad,ASU,T89,ASU-T89,C,C,Transfer,3-28-19 @ 11:00,-1,C,NaN,0,NaN,B,,,,,,"PC's audio is clear, but PA and PB can also be heard clearly throughout the video."
CPS2-ASU-T89-PC,Triad,ASU,T89,ASU-T89,C,C,WU,3-28-19 @ 11:00,-1,C,-1,NaN,NaN,B,,,,,,"PC's audio is clear, but PA and PB can also be heard clearly throughout the video."
CPS2-ASU-T90-PA,Triad,ASU,T90,ASU-T90,A,A,ExpBlock1,3-28-19 @ 14:00 ,-1,F,-1,NaN,A,B,,,,,,"Headset issue, sound is extremely warbled for all blocks. Can still understand PA's words, but significant background noise/warbling "
CPS2-ASU-T90-PA,Triad,ASU,T90,ASU-T90,A,A,ExpBlock2,3-28-19 @ 14:00 ,,,-1,NaN,B,B,,,,,,"Headset issue, sound is extremely warbled for all blocks. Can still understand PA's words, but significant background noise/warbling "
CPS2-ASU-T90-PA,Triad,ASU,T90,ASU-T90,A,A,Transfer,3-28-19 @ 14:00 ,,,NaN,0,B,B,,,,,,"Headset issue, sound is extremely warbled for all blocks. Can still understand PA's words, but significant background noise/warbling "
CPS2-ASU-T90-PA,Triad,ASU,T90,ASU-T90,A,A,WU,3-28-19 @ 14:00 ,-1,F,NaN,0,B,B,,,,,,"Headset issue, sound is extremely warbled for all blocks. Can still understand PA's words, but significant background noise/warbling "
CPS2-ASU-T90-PB,Triad,ASU,T90,ASU-T90,B,B,ExpBlock1,3-28-19 @ 14:00 ,-1,C,NaN,0,A,C,,,,,,
CPS2-ASU-T90-PB,Triad,ASU,T90,ASU-T90,B,B,ExpBlock2,3-28-19 @ 14:00 ,,,-1,NaN,A,C,,,,,,
CPS2-ASU-T90-PB,Triad,ASU,T90,ASU-T90,B,B,Transfer,3-28-19 @ 14:00 ,,,-1,NaN,A,B,,,,,,
CPS2-ASU-T90-PB,Triad,ASU,T90,ASU-T90,B,B,WU,3-28-19 @ 14:00 ,0,C,-1,NaN,A,B,,,,,,
CPS2-ASU-T90-PC,Triad,ASU,T90,ASU-T90,C,C,ExpBlock1,3-28-19 @ 14:00 ,,,-1,NaN,A,B,,,,,,
CPS2-ASU-T90-PC,Triad,ASU,T90,ASU-T90,C,C,ExpBlock2,3-28-19 @ 14:00 ,,,NaN,0,A,C,,,,,,
CPS2-ASU-T90-PC,Triad,ASU,T90,ASU-T90,C,C,Transfer,3-28-19 @ 14:00 ,,,-1,NaN,B,B,,,,,,
CPS2-ASU-T90-PC,Triad,ASU,T90,ASU-T90,C,C,WU,3-28-19 @ 14:00 ,0,A,-1,NaN,A,B,,,,,,
CPS2-CU-T14-PA,Triad,CU,T14,CU-T14,PA,A,ExpBlock1,6-18-18 @ 14:00,-1,B,NaN,0,B,C,1,1,1,1,Y,
CPS2-CU-T14-PA,Triad,CU,T14,CU-T14,PA,A,ExpBlock2,6-18-18 @ 14:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-CU-T14-PA,Triad,CU,T14,CU-T14,PA,A,Transfer,6-18-18 @ 14:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-CU-T14-PA,Triad,CU,T14,CU-T14,PA,A,WU,6-18-18 @ 14:00,-1,B,NaN,0,B,C,1,1,1,1,Y,Group 14 PA: Loud breathing into mic and quiet voice; PB: Could occasionally hear voices of other participants via headsets
CPS2-CU-T14-PB,Triad,CU,T14,CU-T14,PB,B,ExpBlock1,6-18-18 @ 14:00,-1,B,NaN,0,B,B,1,1,1,1,Y,
CPS2-CU-T14-PB,Triad,CU,T14,CU-T14,PB,B,ExpBlock2,6-18-18 @ 14:00,-1,B,NaN,0,A,C,1,1,1,1,Y,
CPS2-CU-T14-PB,Triad,CU,T14,CU-T14,PB,B,Transfer,6-18-18 @ 14:00,-1,A,NaN,0,C,B,1,1,1,1,Y,
CPS2-CU-T14-PB,Triad,CU,T14,CU-T14,PB,B,WU,6-18-18 @ 14:00,0,A,NaN,0,B,B,1,1,1,1,Y,
CPS2-CU-T14-PC,Triad,CU,T14,CU-T14,PC,C,ExpBlock1,6-18-18 @ 14:00,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-CU-T14-PC,Triad,CU,T14,CU-T14,PC,C,ExpBlock2,6-18-18 @ 14:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-CU-T14-PC,Triad,CU,T14,CU-T14,PC,C,Transfer,6-18-18 @ 14:00,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-CU-T14-PC,Triad,CU,T14,CU-T14,PC,C,WU,6-18-18 @ 14:00,-1,A,NaN,0,A,C,1,1,1,1,Y,
CPS2-CU-T15-PA,Triad,CU,T15,CU-T15,PA,A,ExpBlock1,7-5-18 @ 17:30,-1,B,0,NaN,A,B,1,1,1,1,Y,
CPS2-CU-T15-PA,Triad,CU,T15,CU-T15,PA,A,ExpBlock2,7-5-18 @ 17:30,-1,B,0,NaN,A,B,1,1,1,1,Y,
CPS2-CU-T15-PA,Triad,CU,T15,CU-T15,PA,A,Transfer,7-5-18 @ 17:30,-1,B,NaN,0,A,B,1,1,1,1,Y,
CPS2-CU-T15-PA,Triad,CU,T15,CU-T15,PA,A,WU,7-5-18 @ 17:30,-1,B,NaN,0,A,B,1,1,1,1,Y,Group 15 PA and PB: Could hear voices of other participants via headsets
CPS2-CU-T15-PB,Triad,CU,T15,CU-T15,PB,B,ExpBlock1,7-5-18 @ 17:30,-1,A,NaN,0,B,C,1,1,1,1,Y,
CPS2-CU-T15-PB,Triad,CU,T15,CU-T15,PB,B,ExpBlock2,7-5-18 @ 17:30,-1,B,0,NaN,B,B,1,1,1,1,Y,
CPS2-CU-T15-PB,Triad,CU,T15,CU-T15,PB,B,Transfer,7-5-18 @ 17:30,-1,B,0,NaN,B,B,1,1,1,1,Y,
CPS2-CU-T15-PB,Triad,CU,T15,CU-T15,PB,B,WU,7-5-18 @ 17:30,-1,A,-1,NaN,B,B,1,1,1,1,Y,
CPS2-CU-T15-PC,Triad,CU,T15,CU-T15,PC,C,ExpBlock1,7-5-18 @ 17:30,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-CU-T15-PC,Triad,CU,T15,CU-T15,PC,C,ExpBlock2,7-5-18 @ 17:30,-1,A,NaN,0,A,B,1,1,1,1,Y,
CPS2-CU-T15-PC,Triad,CU,T15,CU-T15,PC,C,Transfer,7-5-18 @ 17:30,-1,A,0,NaN,A,B,1,1,1,1,Y,
CPS2-CU-T15-PC,Triad,CU,T15,CU-T15,PC,C,WU,7-5-18 @ 17:30,-1,A,-1,NaN,A,B,1,1,1,1,Y,
CPS2-CU-T16-PA,Triad,CU,T16,CU-T16,PA,A,ExpBlock1,7-6-18 @ 13:00,-1,A,-1,NaN,B,F,1,1,1,0,Y,Group 16: PB: Transfer task-complained they could not hear other participants over mic and audio reflects that; Quiet voice; Small amount of breathing into mic
CPS2-CU-T16-PA,Triad,CU,T16,CU-T16,PA,A,ExpBlock2,7-6-18 @ 13:00,-1,A,-1,NaN,B,F,1,1,1,0,Y,Warmup has brief experimenter intervention; Transfer has significant mic issues that influence discussion
CPS2-CU-T16-PA,Triad,CU,T16,CU-T16,PA,A,Transfer,7-6-18 @ 13:00,-1,C,-1,NaN,B,F,1,1,1,0,Y,
